title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
Alias Nick Beal,1949,93,NA,7.4,60,0,4.5,0,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
Ride a Crooked Mile,1938,70,NA,7.5,9,0,0,0,0,14.5,14.5,24.5,44.5,0,14.5,,0,0,0,0,0,0,0
Sarah's Child,1994,90,NA,3.6,7,24.5,0,24.5,14.5,0,0,0,0,14.5,14.5,,0,0,0,0,0,0,0
Prisoners of Inertia,1989,92,NA,6.1,21,0,0,0,0,14.5,0,14.5,14.5,34.5,14.5,,0,0,1,1,0,0,0
Filmpje!,1995,90,NA,5,324,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Free to Love,1925,60,NA,7.5,7,0,0,0,0,14.5,14.5,0,24.5,24.5,14.5,,0,0,0,1,0,0,0
Photographing Fairies,1997,106,NA,6.8,644,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0
"Guru, The",2002,94,11000000,5.9,3505,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,1,0
Ratataplan,1979,95,NA,6.5,59,4.5,0,0,0,4.5,4.5,14.5,24.5,14.5,34.5,,0,0,1,0,0,0,0
"Tree in a Test Tube, The",1943,5,NA,4.7,36,4.5,14.5,14.5,24.5,24.5,4.5,4.5,4.5,0,4.5,,0,0,0,0,1,0,1
Stand by Me,1986,89,8000000,8,30805,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
Treading Water,2001,94,NA,5.1,71,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,,0,0,0,1,0,0,0
Another Day at the Races,1975,88,NA,3.8,11,0,14.5,0,14.5,14.5,4.5,0,4.5,0,24.5,,0,0,1,0,0,0,0
"Chambre des officiers, La",2001,135,NA,7.9,360,4.5,0,4.5,4.5,4.5,4.5,24.5,34.5,24.5,14.5,,0,0,0,1,0,0,0
Game Over: Kasparov and the Machine,2003,90,NA,6.7,95,4.5,4.5,0,4.5,4.5,14.5,34.5,24.5,4.5,4.5,PG,0,0,0,0,1,0,0
Lucie,1979,99,NA,6,7,0,0,14.5,14.5,14.5,14.5,24.5,14.5,0,0,,0,0,0,1,0,0,0
River's End,1940,69,NA,5.8,19,0,0,0,4.5,34.5,34.5,24.5,4.5,4.5,0,,0,0,0,1,0,0,0
Kentucky Moonshine,1938,87,NA,5.6,8,0,0,0,0,34.5,14.5,34.5,0,0,14.5,,0,0,1,0,0,0,0
In Custody,1993,126,NA,6.5,52,4.5,0,0,4.5,4.5,4.5,4.5,24.5,24.5,24.5,,0,0,1,1,0,0,0
Dragon Ball Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu,1993,43,NA,7.4,61,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,34.5,,0,1,0,0,0,0,1
Mister Cory,1957,92,NA,6.2,75,0,0,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Christmas Mountain,1981,90,NA,5.7,18,4.5,0,0,0,24.5,0,0,14.5,14.5,44.5,,0,0,0,1,0,0,0
Lust,1994,100,NA,1.7,42,74.5,4.5,0,4.5,0,4.5,0,4.5,0,4.5,,0,0,0,0,0,0,0
Sotalapset,2003,93,NA,7.5,6,0,0,14.5,0,0,14.5,0,34.5,34.5,0,,0,0,0,0,1,0,0
"Velvet Underground and Nico, The",1966,70,NA,7,94,4.5,0,0,4.5,4.5,4.5,4.5,4.5,4.5,64.5,,0,0,0,0,1,0,0
"Enfant de l'hiver, L'",1989,84,NA,6.6,25,0,0,14.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Sprickorna i muren,2003,98,NA,5.8,55,4.5,0,0,4.5,24.5,14.5,24.5,14.5,14.5,4.5,,0,0,0,1,0,0,0
Westinghouse Air Brake Co.,1904,3,NA,2.8,6,14.5,14.5,34.5,14.5,0,0,14.5,0,0,0,,0,0,0,0,0,0,1
Awakenings,1990,121,NA,7.4,11835,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Candy Town,1932,6,NA,5.4,9,0,0,0,24.5,44.5,24.5,14.5,0,0,0,,0,1,0,0,0,0,1
Jim Shvante (marili svanets),1930,55,NA,6.9,53,0,0,4.5,0,4.5,4.5,4.5,34.5,24.5,14.5,,0,0,0,0,1,0,0
30 ans,2000,105,NA,5.8,14,0,0,4.5,14.5,14.5,34.5,24.5,4.5,0,0,,0,0,0,0,0,0,0
"Galimatias, czyli kogel-mogel II",1989,93,NA,6.7,13,0,0,0,4.5,4.5,4.5,34.5,24.5,0,24.5,,0,0,1,0,0,0,0
Clockstoppers,2002,94,26000000,5.1,2555,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG,0,0,0,0,0,0,0
"Challenge for Robin Hood, A",1967,85,NA,5,40,4.5,4.5,4.5,14.5,14.5,24.5,24.5,14.5,0,4.5,,0,0,0,0,0,0,0
Meet Me Tonight,1952,81,NA,6.7,15,0,4.5,4.5,0,4.5,14.5,64.5,0,0,4.5,,0,0,1,0,0,0,0
Secretary,2002,104,NA,7.2,9481,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,1,0
Nacional III,1982,102,NA,6.2,35,0,4.5,0,4.5,14.5,14.5,34.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Catman in Boxer's Blow,1993,90,NA,6,23,14.5,4.5,4.5,0,0,0,0,4.5,0,74.5,,1,0,0,0,0,0,0
Rx,2004,89,NA,7.6,20,14.5,4.5,0,0,4.5,4.5,0,0,24.5,45.5,,0,0,0,0,0,1,0
Unholy Partners,1941,94,NA,6.4,52,0,0,4.5,4.5,4.5,44.5,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
"Generala, La",1970,100,NA,6.3,16,14.5,4.5,0,0,14.5,4.5,14.5,14.5,4.5,34.5,,0,0,0,1,0,0,0
Marie de Nazareth,1995,110,NA,6.6,22,14.5,4.5,4.5,4.5,14.5,0,4.5,14.5,0,24.5,,0,0,0,1,0,0,0
Midaregumo,1967,108,NA,9,37,4.5,0,0,0,0,0,14.5,24.5,24.5,44.5,,0,0,0,1,0,0,0
Allure,1999,19,NA,6.4,15,0,0,4.5,4.5,14.5,24.5,14.5,14.5,24.5,4.5,,0,0,0,0,0,0,1
Bengbulan,1996,82,NA,4.2,30,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
Just Another Girl on the I.R.T.,1992,92,NA,5.1,130,14.5,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
"Salteadores, Os",1993,14,NA,7.9,9,0,0,0,0,0,0,34.5,24.5,24.5,24.5,,0,1,0,0,0,0,1
"Great Garrick, The",1937,89,NA,6.8,65,0,0,4.5,0,4.5,24.5,24.5,14.5,4.5,14.5,,0,0,1,0,0,1,0
"Dark Dealer, The",1992,85,NA,4.3,21,4.5,4.5,4.5,4.5,0,24.5,4.5,24.5,0,4.5,,0,0,1,0,0,0,0
Urzad,1966,5,NA,5.7,42,4.5,4.5,0,14.5,4.5,14.5,14.5,24.5,14.5,4.5,,0,0,0,0,0,0,1
Beau Geste,1966,103,NA,5.6,109,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,14.5,,1,0,0,1,0,0,0
Devdas,2002,182,NA,7.3,1025,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,1,0
Nae yeojachingureul sogae habnida,2004,123,NA,6.8,316,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,1,0
"Adventures of Baron Munchausen, The",1988,125,46630000,6.8,7927,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
Guna,1992,167,NA,7,35,4.5,0,0,14.5,4.5,4.5,4.5,4.5,14.5,44.5,,0,0,0,0,0,0,0
Mata Hari,1931,89,558000,6.8,229,4.5,4.5,4.5,4.5,4.5,24.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
Honky Tonk,1941,105,NA,6.4,127,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
Powaqqatsi,1988,99,NA,7.2,962,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,0,0,1,0,0
"Chaplin Revue, The",1959,119,NA,7.3,80,4.5,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,1,0,0,0,0
Social Intercourse,1998,90,15000,4.8,81,24.5,14.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
"Mujeres son cosa de guapos, Las",1981,90,NA,5.4,16,0,0,4.5,14.5,0,0,14.5,44.5,4.5,14.5,,0,0,1,0,0,0,0
Danger Zone II: Reaper's Revenge,1990,95,NA,4.9,9,0,34.5,0,0,14.5,14.5,0,14.5,14.5,24.5,,1,0,0,0,0,0,0
Marshal of Reno,1944,54,NA,7,5,0,0,0,0,24.5,0,64.5,0,0,24.5,,0,0,0,0,0,0,0
Forever and Always,1978,18,NA,6.2,10,0,0,0,24.5,0,0,24.5,34.5,24.5,14.5,,0,0,0,0,0,0,1
Adela,1987,88,NA,2.9,5,0,84.5,0,24.5,0,0,0,0,0,0,,0,0,0,0,0,0,0
Boran,2001,99,NA,7.1,11,0,0,4.5,0,0,4.5,34.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Garden State,2004,109,2500000,8.1,23814,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,R,0,0,1,1,0,1,0
Viktor og Viktoria,1993,80,NA,3.3,9,24.5,0,14.5,34.5,24.5,14.5,0,0,0,0,,0,0,0,0,0,0,0
"Mujer de la tierra caliente, La",1979,79,NA,4.8,12,4.5,4.5,14.5,34.5,0,4.5,0,4.5,0,14.5,,0,0,0,0,0,0,0
Storm Watch,2002,100,NA,5.2,228,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0
No Witness,2004,95,350000,3.8,9,24.5,14.5,14.5,14.5,0,0,0,14.5,0,34.5,R,0,0,0,0,0,0,0
Nash dom,1965,99,NA,6.6,5,0,0,0,0,24.5,24.5,44.5,24.5,0,0,,0,0,0,1,0,0,0
Semmelweis,2001,20,NA,8,7,0,0,0,0,0,14.5,0,24.5,14.5,44.5,,0,0,0,1,0,0,1
Final Cut,1998,93,NA,5.9,389,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,R,0,0,0,1,0,0,0
"Blockhouse, The",1973,93,NA,5.1,26,14.5,0,0,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
Survivor: Los Angeles the Ultimate Parody,2001,36,NA,2.5,11,24.5,0,0,0,4.5,4.5,0,4.5,0,44.5,,0,0,1,0,0,0,1
Mr. Chedworth Steps Out,1939,92,NA,5.7,7,0,0,0,14.5,0,14.5,74.5,0,0,0,,0,0,0,1,0,0,0
If You Love This Planet,1982,26,NA,7.2,21,4.5,4.5,0,4.5,0,0,24.5,14.5,24.5,14.5,,0,0,0,0,1,0,1
Katala,1989,80,NA,7.6,8,0,14.5,0,14.5,0,24.5,24.5,0,0,24.5,,0,0,0,0,0,1,0
Consent,2004,6,NA,9.4,8,0,0,0,0,0,0,0,24.5,14.5,64.5,,0,0,1,0,0,0,1
"Men Who Would Conquer China, The",2004,78,NA,6.6,5,0,0,0,24.5,24.5,24.5,0,0,44.5,0,,0,0,0,0,1,0,0
Halalabad Blues,2002,120,NA,4.6,43,4.5,4.5,4.5,24.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,1,0
CQ,2001,91,7000000,6.4,1315,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,R,0,0,1,1,0,0,0
Mirrors,1978,88,NA,3.5,19,14.5,0,34.5,14.5,14.5,14.5,4.5,0,14.5,0,,0,0,0,0,0,0,0
Por primera vez,1967,9,NA,7,15,0,0,0,0,4.5,24.5,34.5,24.5,4.5,0,,0,0,0,0,1,0,1
Midnight Cowboy,1969,113,3600000,7.9,13091,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
Vibrations sexuelles,1977,75,NA,1.9,9,24.5,14.5,24.5,14.5,14.5,24.5,0,0,0,0,,0,0,0,0,0,0,0
"Feuerzangenbowle, Die",1944,97,NA,7.6,930,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,1,0,0,0,0
"Caprices de Marie, Les",1970,92,NA,6.6,8,0,0,0,0,24.5,24.5,0,24.5,14.5,14.5,,0,0,1,0,0,1,0
"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",1976,123,6000000,5.6,452,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Christie Malry's Own Double-Entry,2000,94,NA,7.7,134,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,,0,0,0,1,0,0,0
Sleepwalk,1986,78,NA,4.2,31,4.5,24.5,4.5,0,4.5,4.5,14.5,14.5,0,14.5,,0,0,0,1,0,0,0
"Swan, The",1956,104,NA,6.5,313,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,14.5,,0,0,1,1,0,1,0
"Race for Your Life, Charlie Brown",1977,78,NA,6.6,393,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,1,0,0,0,0,0
Prazdnik Neptuna,1986,50,NA,7,18,0,0,0,4.5,14.5,0,14.5,24.5,14.5,24.5,,0,0,1,0,0,0,0
"Aty-baty, shli soldaty...",1976,87,NA,8.5,24,4.5,0,0,0,0,0,4.5,4.5,4.5,74.5,,0,0,0,1,0,0,0
Freeze Me,2000,101,NA,6.2,319,4.5,4.5,4.5,4.5,4.5,24.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
Putyovka v zhizn,1931,105,NA,7.6,17,0,0,0,0,0,14.5,44.5,0,4.5,44.5,,0,0,0,1,0,0,0
Adolf Armstarke,1937,87,NA,3.9,12,0,4.5,24.5,14.5,44.5,4.5,0,0,0,0,,0,0,1,0,0,0,0
Ako-Jo danzetsu,1978,159,NA,5.6,8,0,0,0,0,34.5,34.5,0,14.5,14.5,0,,1,0,0,1,0,0,0
Spectres,2004,98,NA,5,26,14.5,4.5,0,4.5,4.5,14.5,14.5,0,14.5,34.5,PG-13,0,0,0,1,0,0,0
7 Star Grand Mantis,1983,85,NA,3.1,7,24.5,14.5,0,14.5,0,0,44.5,0,0,0,,1,0,1,0,0,0,0
"Bar, El Chino",2003,100,NA,6.6,33,0,4.5,0,0,4.5,14.5,14.5,24.5,4.5,24.5,,0,0,1,1,0,1,0
Chasing the Dragon,2000,120,NA,6.8,12,14.5,0,0,0,4.5,24.5,0,14.5,0,34.5,,0,0,0,0,0,0,0
Fire Down Below,1997,105,NA,4.3,2258,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,1,0,0,1,0,0,0
"Bugle Sounds, The",1942,102,NA,6.2,31,0,0,0,4.5,24.5,34.5,14.5,14.5,0,0,,0,0,0,1,0,0,0
"Last of the Mohicans, The",1936,91,NA,7,109,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Saturday's Hero,1951,111,NA,6.5,20,0,0,4.5,0,4.5,34.5,34.5,24.5,0,14.5,,0,0,0,1,0,0,0
Gold in the Streets,1996,94,NA,5.2,26,14.5,4.5,0,0,0,24.5,44.5,0,4.5,14.5,,0,0,0,1,0,0,0
Porridge,1979,93,NA,6.2,206,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
Sebastian,1968,100,NA,6.4,107,0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,,0,0,1,1,0,1,0
"Mann, von dem man spricht, Der",1937,83,NA,6.3,9,0,0,0,0,0,44.5,45.5,0,0,0,,0,0,1,0,0,0,0
Night of the Comet,1984,95,NA,5.8,1387,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
Flucht,1996,14,NA,4.3,7,0,0,0,14.5,14.5,0,14.5,14.5,0,44.5,,0,0,0,0,0,0,1
"Hungry Goat, The",1943,7,NA,5.7,9,14.5,0,0,14.5,14.5,0,14.5,24.5,24.5,14.5,,0,1,1,0,0,0,1
"Ano natsu, ichiban shizukana umi",1991,101,NA,7.5,558,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,0,0,1,0
She xing diao shou,1978,92,NA,7.2,676,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,1,0,1,0,0,0,0
Plenty of Money and You,1937,7,NA,6.3,11,0,0,0,0,34.5,14.5,24.5,14.5,0,0,,0,1,1,0,0,0,1
Back to the Secret Garden,2001,100,NA,5.6,69,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
Cirkusrevyen 67,1967,82,NA,6.9,9,0,0,14.5,0,14.5,14.5,14.5,14.5,14.5,34.5,,0,0,1,0,0,0,0
Zhivyot takoy paren,1964,101,NA,8,21,0,0,0,0,0,4.5,14.5,4.5,44.5,24.5,,0,0,1,0,0,1,0
13 Dead Men,2003,85,NA,2.2,69,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0,14.5,R,1,0,0,0,0,0,0
Blades,1989,101,NA,4.8,79,24.5,4.5,4.5,14.5,4.5,4.5,14.5,4.5,0,24.5,,0,0,1,0,0,0,0
"Reckoning, The",1969,109,NA,5.7,16,0,0,14.5,0,14.5,14.5,14.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
"Thief, The",1952,85,NA,6.9,43,0,0,0,4.5,4.5,14.5,24.5,34.5,14.5,4.5,,0,0,0,1,0,0,0
Fallen Angel,1945,98,NA,7.1,142,4.5,4.5,0,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
"Buchi neri, I",1995,92,NA,5.6,41,14.5,0,4.5,0,14.5,4.5,14.5,24.5,4.5,14.5,,0,0,1,1,0,1,0
Yokai Hanta - Hiruko,1990,89,NA,5.8,136,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
"Boys of Cellblock Q, The",1992,96,NA,3.5,24,14.5,14.5,24.5,14.5,4.5,4.5,14.5,4.5,0,4.5,,0,0,0,1,0,0,0
Dracula: Dead and Loving It,1995,88,NA,4.6,3557,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
Our Mother's House,1967,104,NA,7.6,214,0,0,0,4.5,4.5,14.5,14.5,14.5,14.5,44.5,,0,0,0,1,0,0,0
"Black Whip, The",1956,81,NA,4.9,21,0,4.5,4.5,14.5,24.5,4.5,14.5,0,4.5,4.5,,0,0,0,0,0,0,0
"Bell Jar, The",1979,113,NA,5.5,54,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Nada mas,2001,90,NA,5.1,101,4.5,4.5,14.5,14.5,14.5,4.5,14.5,14.5,14.5,4.5,,0,0,1,0,0,0,0
Ape Suzette,1966,6,NA,5.9,10,0,0,0,14.5,24.5,24.5,14.5,44.5,0,0,,0,1,0,0,0,0,1
"Dog's Life, A",1918,40,NA,7.7,435,4.5,0,0,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,1,0,0,0,1
"Grand jeu, Le",1954,100,NA,5.6,9,0,0,0,24.5,14.5,14.5,24.5,14.5,0,24.5,,0,0,0,1,0,0,0
"Dawn Rider, The",1935,53,NA,4.6,113,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Neues vom Hexer,1965,95,NA,6.3,65,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Corte de Cabelo,1995,91,NA,5.7,35,4.5,0,4.5,4.5,14.5,24.5,14.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
Phaedra,1962,115,NA,6.5,148,4.5,0,0,4.5,4.5,4.5,4.5,14.5,14.5,44.5,,0,0,0,1,0,0,0
Men of Honor,2000,129,32000000,6.6,9684,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,0,1,0,0,0
Titsiana Booberini,1997,11,NA,6.6,30,34.5,0,4.5,0,4.5,0,14.5,14.5,14.5,14.5,,0,0,1,0,0,0,1
"Boogeyman, The",1982,28,NA,4.6,83,14.5,14.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,24.5,,0,0,0,0,0,0,1
Sweetheart of the Campus,1941,70,NA,3.6,5,0,0,24.5,44.5,0,24.5,0,24.5,0,0,,0,0,0,0,0,1,0
"Baie des anges, La",1963,79,NA,7.7,158,0,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,,0,0,0,1,0,0,0
Est - Ouest,1999,121,NA,7.2,1266,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,PG-13,0,0,0,1,0,1,0
"Arrival, The",1990,103,NA,4.5,81,14.5,4.5,14.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Flossie,1974,88,NA,4.2,21,4.5,14.5,0,4.5,14.5,4.5,4.5,4.5,0,34.5,,0,0,0,1,0,0,0
Moran of the Lady Letty,1922,71,NA,7.7,11,0,0,0,4.5,0,4.5,34.5,34.5,4.5,0,,0,0,0,0,0,0,0
Londra chiama Polo Nord,1956,94,NA,4.4,8,0,0,0,45.5,24.5,14.5,14.5,0,0,0,,0,0,0,1,0,0,0
"Song Is Born, A",1948,113,2400000,7.2,278,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,0,0
Micro-loup,2003,7,NA,7.4,7,0,14.5,0,0,0,0,24.5,24.5,24.5,0,,0,1,1,0,0,0,1
"Paltoquet, Le",1986,92,NA,6.1,47,4.5,4.5,4.5,14.5,4.5,4.5,14.5,4.5,24.5,24.5,,0,0,0,1,0,0,0
Interview,2003,90,NA,7,263,4.5,4.5,4.5,4.5,4.5,14.5,34.5,34.5,4.5,4.5,,0,0,0,1,0,0,0
Fresh Hare,1942,7,NA,7.2,75,0,0,0,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,1,1,0,0,0,1
Donuts for Breakfast,2000,15,NA,6.2,6,0,0,0,0,0,34.5,0,64.5,0,0,,0,0,0,1,0,0,1
"Sneezing Weasel, The",1938,7,NA,7,15,0,0,0,0,4.5,24.5,34.5,34.5,0,0,,0,1,1,0,0,0,1
White Light,1991,90,NA,4.2,20,0,14.5,34.5,24.5,4.5,24.5,0,14.5,0,0,,0,0,0,0,0,0,0
Tezaab,1988,173,NA,7.3,66,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,4.5,34.5,,0,0,0,0,0,1,0
Bhavni Bhavai,1980,125,NA,8,12,4.5,0,0,0,4.5,14.5,4.5,4.5,14.5,34.5,,0,0,0,0,0,0,0
Friedemann Bach,1941,102,NA,3.4,11,24.5,0,0,0,4.5,0,0,4.5,24.5,24.5,,0,0,0,0,0,0,0
Tin Men,1987,110,11000000,6.4,2065,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,0,0
Mimino,1977,97,NA,8.8,241,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,64.5,,0,0,1,0,0,0,0
Hole Ahava B'Shikun Gimel,1995,94,NA,4.6,58,4.5,4.5,0,4.5,4.5,14.5,4.5,14.5,14.5,34.5,,0,0,1,1,0,0,0
Tribe of Joseph,2002,99,NA,3.9,11,4.5,0,4.5,0,4.5,4.5,34.5,14.5,4.5,0,,0,0,0,1,0,0,0
Maine Pyar Kiya,1989,192,NA,7.5,113,4.5,4.5,0,0,4.5,4.5,4.5,24.5,14.5,34.5,,0,0,0,0,0,1,0
Aus dem Leben der Marionetten,1980,104,NA,7.2,261,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
